,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1996,1.0,0.7016431576848001,0.888008188479886,0.8845946185673758,0.8724287259053476,0.8418089555535856,0.5997217430733575,0.417644756974419,0.7804488467007309,0.8098720702786977,0.8167581062974767,0.62051853361227,0.8914369362099922,0.7520180833918764,0.884696886830127,0.8442588935349529,0.8946584694109254,0.6284631340646124,0.2537613090371559,0.26850832386094736,0.45402142442484217,0.887726647489407,0.7748971348847287,0.927340947523984,0.5215435290590102,0.8512709568142359,0.5829280068324578,0.8231314547825861,0.910258222020332,0.3847141535588513
1997,0.7016431576848001,1.0,0.6774157938169456,0.7451496767886077,0.8163681644026484,0.7483678731321015,0.8028120415205456,0.7269486711568596,0.8300826125028387,0.8005190534488934,0.42060856624914056,0.6079369639579302,0.8269083078481914,0.8435886748166967,0.7838834114479677,0.5923280161578282,0.8133164226844944,0.8848216323528411,0.565919148721709,0.3289715645385092,0.8007913389737674,0.8165912173650439,0.21168216039496007,0.5979029106510941,0.5813631488478229,0.8508366287759623,0.8175532484799726,0.5820410117075117,0.5713177619793985,0.44459905820779644
1998,0.888008188479886,0.6774157938169456,1.0,0.9776221073863787,0.8664561330561164,0.9104891750126918,0.6429208040309168,0.5285270422771902,0.8454453349894447,0.8727170456052399,0.8159725149687386,0.6658769081551426,0.9114809148783471,0.8261285590064733,0.9200382702761254,0.9178951197540401,0.8528219567779856,0.6879260948790313,0.21533073822336068,0.3612637571002021,0.48203960911134563,0.8793616221086203,0.6443653178753577,0.9667163543843029,0.4691951853104687,0.8720217456776258,0.6508301569164006,0.8961547498625289,0.928417322222268,0.43325807499510016
1999,0.8845946185673758,0.7451496767886077,0.9776221073863787,1.0,0.899697486842018,0.9215997316547995,0.6797224715391489,0.5357151996036937,0.8553801753315257,0.8753844031634317,0.7805711646955196,0.6395456168616985,0.9173650197903154,0.8372643969791588,0.9275603700664081,0.8789580377005567,0.8912816835966296,0.7179463919309792,0.23774822597817608,0.34188284443898065,0.5448442034721825,0.8963305442727849,0.5862857874595517,0.9391754847212284,0.4988548324404749,0.8969116579733557,0.6692569134908892,0.8641833062191493,0.8857026575062041,0.4290308954297891
2000,0.8724287259053476,0.8163681644026484,0.8664561330561164,0.899697486842018,1.0,0.9563553086057749,0.6615726837759428,0.515652544223301,0.9025910452604362,0.82633416531841,0.5908933491154567,0.7244729556788068,0.9196029872676604,0.8572179682597796,0.8498667264241777,0.6972475170726645,0.9682572736265478,0.7651896965891717,0.27507346684895106,0.3773692239020314,0.5820151483133542,0.9399689038184381,0.4988229074542254,0.822463840149634,0.41702087864856663,0.9008964200632025,0.6798187473145652,0.6970358054040375,0.8571351211530498,0.3411048019838836
2001,0.8418089555535856,0.7483678731321015,0.9104891750126918,0.9215997316547995,0.9563553086057749,1.0,0.6551997684456763,0.5401483977862076,0.9063423576695246,0.8040686139245135,0.5818244941588226,0.7567758232630406,0.8990821587547324,0.8764584784606821,0.850631454494627,0.7391774021877986,0.9203665237709795,0.7395677285231332,0.20284866918911887,0.3974882821792356,0.5041725242141702,0.9025470728443692,0.5404040693873551,0.8471067793273429,0.3526046255817302,0.8905802580104792,0.6864603955087063,0.7102953401792972,0.9016442562777822,0.40236216715879203
2002,0.5997217430733575,0.8028120415205456,0.6429208040309168,0.6797224715391489,0.6615726837759428,0.6551997684456763,1.0,0.8811928074618178,0.8331916369479163,0.8534269822591508,0.4528512798282702,0.5634808564055988,0.8043341654077285,0.8571909219919742,0.831171209913109,0.6701030029755031,0.6363400256514005,0.8881839804697879,0.7977518025429196,0.21240846088630794,0.8888377046729291,0.7580933023253767,0.2719631927348276,0.5544702221494994,0.8316499595677269,0.8607350908241851,0.937047592516977,0.653621147608792,0.5314437050661017,0.7342397539932335
2003,0.417644756974419,0.7269486711568596,0.5285270422771902,0.5357151996036937,0.515652544223301,0.5401483977862076,0.8811928074618178,1.0,0.7937882166317882,0.7828177205694504,0.3386637805229208,0.6340452256293828,0.6802143431100036,0.834222330458553,0.7147394495974149,0.5822555316470326,0.4981708262581449,0.9051880349097182,0.8020019369429604,0.2931533372755122,0.8446330059303855,0.6378141095192197,0.08153001912993538,0.4033357665285118,0.6491667302380835,0.7081121975283954,0.9587515475698793,0.5717088578194924,0.4027018446659449,0.7390463908421901
2004,0.7804488467007309,0.8300826125028387,0.8454453349894447,0.8553801753315257,0.9025910452604362,0.9063423576695246,0.8331916369479163,0.7937882166317882,1.0,0.9273027673739547,0.5724395955478752,0.8184503081187462,0.945941812040602,0.9788645656682806,0.9036148997866777,0.758297455117535,0.8763801280910724,0.928677434830758,0.5310467167306563,0.39514816120739127,0.7407163569744926,0.9375466762677211,0.4247727131869051,0.7626964635824657,0.563430500398638,0.9361786821823771,0.8971938605883876,0.7472396485310083,0.8035716739272581,0.5434982412481979
2005,0.8098720702786977,0.8005190534488934,0.8727170456052399,0.8753844031634317,0.82633416531841,0.8040686139245135,0.8534269822591508,0.7828177205694504,0.9273027673739547,1.0,0.748311767452822,0.7018622243921491,0.9529961491666282,0.9186581424312095,0.9498187068113391,0.8784591295927131,0.8142220184053296,0.8962685022380155,0.5878945616616098,0.3019847472255426,0.7943212054207086,0.933810551925231,0.46167247745927137,0.8321668437022518,0.7299171302602387,0.9211272249085327,0.8648671786215585,0.8711535628892075,0.7848537729542419,0.5708719809786114
